,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
1689,Githyanki Kith'rak,180,24d8 + 72,-,18,-,12,18,16,17,16,15,17,-,-,+7,+7,+6,-,30,-,-,-,-,-,M,LE,humanoid,MTF
1690,Githyanki Supreme Commander,187,22d8 + 88,-,18,-,14,19,17,18,16,16,18,-,-,+9,+8,+8,-,30,-,-,-,-,-,M,LE,humanoid,MTF
1691,Githzerai Anarch,144,17d8 + 68,-,20,-,16,16,21,18,18,20,14,+8,+10,-,+9,+10,-,30,40,-,-,-,True,M,LN,humanoid,MTF
1692,Githzerai Enlightened,112,15d8 + 45,-,18,-,10,14,19,16,17,19,13,+6,+8,-,+7,+8,-,30,-,-,-,-,-,M,LN,humanoid,MTF
1693,Gloom Weaver,104,16d8 + 32,-,14,-,9,11,18,14,15,12,18,-,+8,+6,-,-,-,30,-,-,-,-,-,M,N,humanoid,MTF
1694,Gray Render,189,18d10 + 90,-,19,-,12,19,13,20,3,6,8,+8,-,+9,-,-,-,30,-,-,-,-,-,L,CN,monstrosity,MTF
1695,Graz'zt,346,33d10 + 165,-,20,-,24,22,15,21,23,21,26,-,+9,+12,-,+12,-,40,-,-,-,-,-,L,CE,fiend,MTF
1696,Green Abishai,187,25d8 + 75,-,18,-,15,12,17,16,17,12,19,-,-,-,+8,-,+9,30,40,-,-,-,-,M,LE,fiend,MTF
1697,Hellfire Engine,216,16d12 + 112,-,18,-,16,20,16,24,2,10,1,-,+8,-,-,+5,+0,40,-,-,-,-,-,H,LE,construct,MTF
1698,Howler,90,12d10 + 24,-,16,-,8,17,16,15,5,20,6,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,fiend,MTF
1699,Hutijin,200,16d10 + 112,-,19,-,21,27,15,25,23,19,25,-,+9,+14,-,+11,-,30,60,-,-,-,-,L,LE,fiend,MTF
1700,Hydroloth,135,18d8 + 54,-,15,-,9,12,21,16,19,10,14,-,-,-,-,-,-,20,-,40,-,-,-,M,NE,fiend,MTF
1701,Iron Cobra,45,7d8 + 14,-,13,-,4,12,16,14,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MTF
1702,Juiblex,350,28d12 + 168,-,18,-,23,24,10,23,20,20,16,-,+7,+13,-,+12,-,30,-,-,-,-,-,H,CE,fiend,MTF
1703,Kruthik Hive Lord,102,12d10 + 36,-,20,-,5,19,16,17,10,14,10,-,-,-,-,-,-,40,-,-,20,40,-,L,U,monstrosity,MTF
1704,Leviathan,328,16d20 + 160,-,17,-,20,30,24,30,2,18,17,-,-,-,-,+10,+9,40,-,120,-,-,-,G,N,elemental,MTF
1705,Male Steeder,13,2d8 + 4,-,12,-,1/4,15,12,14,2,10,3,-,-,-,-,-,-,30,-,-,-,30,-,M,U,monstrosity,MTF
1706,Marut,432,32d10 + 256,-,22,-,25,28,12,26,19,15,18,-,-,-,+12,+10,+12,40,30,-,-,-,True,L,LN,construct,MTF
1707,Maurezhi,88,16d8 + 16,-,15,-,7,14,17,12,11,12,15,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fiend,MTF
1708,Meazel,35,10d8 - 10,-,13,-,1,8,17,9,14,13,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,MTF
1709,Merregon,45,6d8 + 18,-,16,-,4,18,14,17,6,12,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,fiend,MTF
1710,Merrenoloth,40,9d8,-,13,-,3,8,17,10,17,14,11,-,+5,-,+5,-,-,30,-,40,-,-,-,M,NE,fiend,MTF
1711,Moloch,253,22d10 + 132,-,19,-,21,26,19,22,21,18,23,-,+11,+13,-,+11,+13,30,-,-,-,-,-,L,LE,fiend,MTF
1712,Molydeus,216,16d12 + 112,-,19,-,21,28,22,25,21,24,24,+16,-,+14,-,+14,+14,40,-,-,-,-,-,H,CE,fiend,MTF
1713,Nabassu,190,20d8 + 100,-,18,-,15,22,14,21,14,15,17,+11,+7,-,-,-,-,40,60,-,-,-,-,M,CE,fiend,MTF
1714,Nagpa,187,34d8 + 34,-,19,-,17,9,15,12,23,18,21,-,-,-,+12,+10,+11,30,-,-,-,-,-,M,LE,humanoid,MTF
1715,Narzugon,112,15d8 + 45,-,20,-,13,20,10,17,16,14,19,-,+5,+8,-,-,+9,30,-,-,-,-,-,M,LE,fiend,MTF
1716,Nightwalker,297,22d12 + 154,-,14,-,20,22,19,24,6,9,8,-,-,+13,-,-,-,40,40,-,-,-,-,H,CE,undead,MTF
1717,Nupperibo,11,2d8 + 2,-,13,-,1/2,16,11,13,3,8,1,-,-,-,-,-,-,20,-,-,-,-,-,M,LE,fiend,MTF
1718,Oaken Bolter,58,9d8 + 18,-,16,-,5,12,18,15,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MTF
1719,Oblex Spawn,18,4d4 + 8,-,13,-,1/4,8,16,15,14,11,10,-,-,-,+4,-,+2,20,-,-,-,-,-,T,LE,ooze,MTF
1720,Ogre Battering Ram,59,7d10 + 21,-,14,-,4,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
1721,Ogre Bolt Launcher,59,7d10 + 21,-,13,-,2,19,12,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
1722,Ogre Chain Brute,59,7d10 + 21,-,11,-,3,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
1723,Ogre Howdah,59,7d10 + 21,-,13,-,2,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,MTF
1724,Oinoloth,126,12d10 + 60,-,17,-,12,19,17,18,17,16,19,-,-,+8,-,+7,-,40,-,-,-,-,-,M,NE,fiend,MTF
1725,Orcus,405,30d12 + 210,-,17,-,26,27,14,25,20,20,25,-,+10,+15,-,+13,-,40,40,-,-,-,-,H,CE,fiend,MTF
1726,Orthon,105,10d10 + 50,-,17,-,10,22,16,21,15,15,16,-,+7,+9,-,+6,-,30,-,-,-,30,-,L,LE,fiend,MTF
1727,Phoenix,175,10d20 + 70,-,18,-,16,19,26,25,2,21,18,-,-,-,-,+10,+9,20,120,-,-,-,-,G,N,elemental,MTF
1728,Red Abishai,255,30d8 + 120,-,22,-,19,23,16,19,14,15,19,+12,-,+10,-,+8,-,30,50,-,-,-,-,M,LE,fiend,MTF
1729,Retriever,210,20d10 + 100,-,19,-,14,22,16,20,3,11,4,-,+8,+10,-,+5,-,40,-,-,-,40,-,L,LE,construct,MTF
1730,Rot Troll,138,12d10 + 72,-,16,-,9,18,13,22,5,8,4,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,giant,MTF
1731,Rutterkin,37,5d8 + 15,-,12,-,2,14,15,17,5,12,6,-,-,-,-,-,-,20,-,-,-,-,-,M,CE,fiend,MTF
1732,Sacred Statue,95,10d10 + 40,-,19,-,-,19,8,19,14,19,16,-,-,-,-,+8,-,25,-,-,-,-,-,L,as the eidolon's alignment,construct,MTF
1733,Shadow Dancer,71,13d8 + 13,-,15,-,7,12,16,13,11,12,12,-,+6,-,-,-,+4,30,-,-,-,-,-,M,N,humanoid,MTF
1734,Sibriex,150,12d12 + 72,-,19,-,18,10,3,23,25,24,25,-,-,-,+13,-,+13,0,20,-,-,-,True,H,CE,fiend,MTF
1735,Skulk,18,4d8,-,14,-,1/2,6,19,10,10,7,1,-,-,+2,-,-,-,30,-,-,-,-,-,M,CN,humanoid,MTF
1736,Skull Lord,105,14d8 + 42,-,18,-,15,14,16,17,16,15,21,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MTF
1737,Soul Monger,123,19d8 + 38,-,15,-,11,8,17,14,19,15,13,-,+7,-,-,+6,+5,30,-,-,-,-,-,M,N,humanoid,MTF
1738,Spirit Troll,97,15d10 + 15,-,17,-,11,1,17,13,8,9,16,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,giant,MTF
1739,Spring Eladrin,127,17d8 + 51,-,19,-,10,14,16,16,18,11,18,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,MTF
1740,Star Spawn Grue,17,5d6,-,11,-,1/4,6,13,10,9,11,6,-,-,-,-,-,-,30,-,-,-,-,-,S,LE,aberration,MTF
1741,Star Spawn Hulk,136,13d10 + 65,-,16,-,10,20,8,21,7,12,9,-,+3,-,-,+5,-,30,-,-,-,-,-,L,CE,aberration,MTF
1742,Star Spawn Larva Mage,168,16d8 + 96,-,16,-,16,17,12,23,18,12,16,-,+6,-,-,+6,+8,30,-,-,-,-,-,M,CE,aberration,MTF
1743,Star Spawn Mangler,71,13d8 + 13,-,14,-,5,8,18,12,11,12,7,-,+7,+4,-,-,-,40,-,-,-,40,-,M,CE,aberration,MTF
1744,Star Spawn Seer,153,18d8 + 72,-,17,-,13,14,12,18,22,19,16,-,+6,-,+11,+9,+8,30,-,-,-,-,-,M,LE,aberration,MTF
1745,Steel Predator,207,18d10 + 108,-,20,-,16,24,17,22,4,14,6,-,-,-,-,-,-,40,-,-,-,-,-,L,LE,construct,MTF
1746,Stone Cursed,19,3d8 + 4,-,17,-,1,16,5,14,5,8,7,-,-,-,-,-,-,10,-,-,-,-,-,M,LE,construct,MTF
1747,Stone Defender,52,7d8 + 21,-,16,-,4,19,10,17,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MTF
1748,Summer Eladrin,127,17d8 + 51,-,19,-,10,19,21,16,14,12,18,-,-,-,-,-,-,50,-,-,-,-,-,M,CN,fey,MTF
1749,Sword Wraith Commander,127,15d8 + 60,-,18,-,8,18,14,18,11,12,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MTF
1750,Sword Wraith Warrior,45,6d8 + 18,-,16,-,3,18,12,17,6,9,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MTF
1751,The Angry,255,30d8 + 120,-,18,-,13,17,10,19,8,13,6,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MTF
1752,The Hungry,225,30d8 + 90,-,17,-,11,19,10,17,6,11,6,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MTF
1753,The Lonely,112,15d8 + 45,-,16,-,9,16,12,17,6,11,6,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MTF
1754,The Lost,78,12d8 + 24,-,15,-,7,17,12,15,6,7,5,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,MTF
1755,The Wretched,10,4d6 - 4,-,15,-,1/4,7,12,9,5,6,5,-,-,-,-,-,-,40,-,-,-,-,-,S,LE,monstrosity,MTF
1756,Titivilus,127,17d8 + 51,-,20,-,16,19,22,17,24,22,26,-,+11,+8,-,+11,+13,40,60,-,-,-,-,M,LE,fiend,MTF
1757,Tortle,22,4d8 + 4,-,17,-,1/4,15,10,12,11,13,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LG,humanoid,MTF
1758,Tortle Druid,33,6d8 + 6,-,17,-,2,14,10,12,11,15,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,humanoid,MTF
1759,Vampiric Mist,30,4d8 + 12,-,13,-,3,6,16,16,6,12,7,-,-,-,-,+3,-,0,30,-,-,-,True,M,CE,undead,MTF
1760,Venom Troll,94,9d10 + 45,-,15,-,7,18,13,20,7,9,7,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,giant,MTF
1761,Wastrilith,157,15d10 + 75,-,18,-,13,19,18,21,19,12,14,+9,-,+10,-,-,-,30,-,80,-,-,-,L,CE,fiend,MTF
1762,Water Elemental Myrmidon,127,17d8 + 51,-,18,-,7,18,14,15,8,10,10,-,-,-,-,-,-,40,-,40,-,-,-,M,N,elemental,MTF
1763,White Abishai,68,8d8 + 32,-,15,-,6,16,11,18,11,12,13,+6,-,+7,-,-,-,30,40,-,-,-,-,M,LE,fiend,MTF
1764,Winter Eladrin,127,17d8 + 51,-,19,-,10,11,10,16,18,17,13,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,MTF
1765,Yagnoloth,147,14d10 + 70,-,17,-,11,19,14,21,16,15,18,-,+6,-,+7,+6,+8,40,-,-,-,-,-,L,NE,fiend,MTF
1766,Yeenoghu,333,23d12 + 184,-,20,-,24,29,16,26,15,24,15,-,+10,+15,-,+14,-,50,-,-,-,-,-,H,CE,fiend,MTF
1767,Young Kruthik,9,2d6 + 2,-,16,-,1/8,13,16,13,4,10,6,-,-,-,-,-,-,30,-,-,10,30,-,S,U,monstrosity,MTF
1768,Zaratan,307,15d20 + 150,-,21,-,22,30,10,30,2,21,18,-,-,-,-,+12,+11,40,-,40,-,-,-,G,N,elemental,MTF
1769,Zariel,580,40d10 + 360,-,21,-,26,27,24,28,26,27,30,-,-,-,+16,+16,+18,50,150,-,-,-,-,L,LE,fiend,MTF
1770,Zuggtmoy,304,32d10 + 128,-,18,-,23,22,15,18,20,19,24,-,+9,+11,-,+11,-,30,-,-,-,-,-,L,CE,fiend,MTF
1771,Mr. Honeycutt,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,NRH-TCMC
1772,Slurmy,11,2d8 + 2,-,14,-,1/8,8,14,12,8,14,8,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,humanoid,NRH-TCMC
1773,Chimeric Fox,2,1d4,-,13,-,0,2,16,11,3,12,6,-,-,-,-,-,-,30,-,-,5,-,-,T,U,beast,NRH-AVitW
1774,Scarlet Sentinel,39,6d8 + 12,-,8,-,1,15,6,14,1,6,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,NRH-AVitW
1775,Goon,9,2d8,-,12,-,1/8,11,12,10,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,NRH-ASS
1776,Clown,11,2d8 + 2,-,13,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,NRH-CoI
1777,Imelda,49,9d8 + 9,-,13,-,2,18,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,NRH-CoI
1778,Magnifico,27,6d8,-,12,-,1/2,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,humanoid,NRH-CoI
1779,Szikzith,11,2d8 + 2,-,13,-,1/4,12,16,13,8,12,4,-,-,-,-,-,-,40,-,-,-,40,-,M,U,beast,NRH-AWoL
1780,Emo,180,19d10 + 76,-,18,-,-,10,14,18,17,15,17,-,-,-,+8,+7,+8,0,20,-,-,-,True,L,LE,aberration,NRH-AT
1781,Maude,65,10d8 + 20,-,17,-,3,17,14,14,11,12,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,NRH-AT
1782,Mr. Greystone,112,15d8 + 45,-,15,-,5,18,15,16,10,12,15,+7,+5,+6,-,-,-,30,-,-,-,-,-,M,LE,humanoid,NRH-AT
1783,Aljanor Keenblade,52,8d8 + 16,-,10,-,3,16,11,14,11,11,15,-,-,+4,-,+2,-,30,-,-,-,-,-,M,A,humanoid,OotA
1784,Amarith Coppervein,58,9d8 + 18,-,17,-,3,16,13,14,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,OotA
1785,Animated Drow Statue,33,6d8 + 6,-,18,-,1,14,11,13,1,3,1,-,-,-,-,-,-,25,-,-,-,-,-,M,U,elemental,OotA
1786,Asha Vandree,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1787,Awakened Zurkhwood,59,7d12 + 14,-,13,-,2,19,6,15,10,10,7,-,-,-,-,-,-,20,-,-,-,-,-,H,U,plant,OotA
1788,Blurg,42,5d8 + 20,-,18,-,2,18,12,18,12,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
1789,Bridesmaid of Zuggtmoy,22,5d8,-,13,-,1/8,14,11,11,14,8,18,-,-,-,-,-,-,20,-,-,-,-,-,M,CE,plant,OotA
1790,Buppido,13,3d6 + 3,-,13,-,1/4,10,14,12,11,5,9,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,humanoid,OotA
1791,Cave Badger,13,2d8 + 4,-,12,-,1/4,13,10,15,2,12,5,-,-,-,-,-,-,30,-,-,15,-,-,M,U,beast,OotA
1792,Chamberlain of Zuggtmoy,45,6d10 + 12,-,13,-,2,17,7,14,11,8,12,-,-,-,-,-,-,20,-,-,-,-,-,L,CE,plant,OotA
1793,Chuul Spore Servant,93,11d10 + 33,-,16,-,4,19,10,16,2,6,1,-,-,-,-,-,-,30,-,30,-,-,-,L,U,plant,OotA
1794,Deepking Horgar Steelshadow V,52,8d8 + 16,-,20,-,3,19,11,14,11,11,15,-,-,+4,-,+2,-,30,-,-,-,-,-,M,LE,humanoid,OotA
1795,Droki,31,7d6 + 7,-,15,-,2,11,16,13,10,5,16,-,-,-,-,-,-,-,-,-,-,-,-,S,CE,humanoid,OotA
1796,Drow Acolyte,9,2d8,-,10,-,1/4,10,10,10,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1797,Drow Bandit,11,2d8 + 2,-,12,-,1/8,11,12,12,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NXCGNYE,humanoid,OotA
1798,Drow Commoner,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1799,Drow Cultist,9,2d8,-,12,-,1/8,11,12,10,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,OotA
1800,Drow Guard,11,2d8 + 2,-,16,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1801,Drow Noble,9,2d8,-,15,-,1/8,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1802,Drow Scout,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1803,Drow Spore Servant,13,3d8,-,15,-,1/8,10,14,10,2,6,1,-,-,-,-,-,-,20,-,-,-,-,-,M,U,plant,OotA
1804,Drow Spy,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1805,Duergar Alchemist,26,4d8 + 4,-,16,-,1,14,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,OotA
1806,Duergar Darkhaft,26,4d8 + 4,-,16,-,2,14,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,OotA
1807,Duergar Keeper of the Flame,26,4d8 + 4,-,16,-,2,14,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,OotA
1808,Duergar Spore Servant,26,4d8 + 8,-,16,-,1/2,14,11,14,2,6,1,-,-,-,-,-,-,15,-,-,-,-,-,M,U,plant,OotA
1809,Eldeth Feldrun,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1810,Emerald Enclave Scout,19,3d8 + 6,-,16,-,1/2,11,14,14,11,13,11,-,-,-,-,-,-,25,-,-,-,-,-,M,LN,humanoid,OotA
1811,Fiendish Giant Spider,11,2d8 + 2,-,13,-,1/2,12,16,13,3,12,4,-,-,-,-,-,-,40,-,-,-,40,-,M,U,beast,OotA
1812,Four-Armed Statue,178,17d10 + 85,-,17,-,10,22,9,20,3,11,1,-,-,-,-,-,-,30,-,-,-,-,-,L,U,construct,OotA
1813,Gash,11,5d8,-,15,-,1/2,14,12,11,6,10,7,-,-,-,-,-,-,25,-,-,-,-,-,M,CE,humanoid,OotA
1814,Ghazrim DuLoc,9,2d8,-,15,-,1/8,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1815,Giant Riding Lizard,19,3d10 + 3,-,12,-,1/4,15,12,13,2,10,5,-,-,-,-,-,-,30,-,-,-,30,-,L,U,beast,OotA
1816,Giant Rocktopus,52,8d10 + 8,-,11,-,1,17,13,13,4,10,4,-,-,-,-,-,-,20,-,60,-,10,-,L,U,beast,OotA
1817,Glabbagool,84,8d10 + 40,-,6,-,2,14,3,20,10,6,1,-,-,-,-,-,-,15,-,-,-,-,-,L,U,ooze,OotA
1818,Grazilaxx,71,13d8 + 13,-,15,-,7,11,12,12,19,17,17,-,-,-,+7,+6,+6,30,-,-,-,-,-,M,LE,aberration,OotA
1819,Grisha,33,6d8 + 6,-,18,-,2,14,12,12,11,14,16,-,-,-,-,+4,+5,30,-,-,-,-,-,M,CE,humanoid,OotA
1820,Hanne Hallen,13,3d8,-,12,-,1/4,10,14,10,17,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,OotA
1821,Hook Horror Spore Servant,75,10d10 + 10,-,15,-,3,18,10,15,2,6,1,-,-,-,-,-,-,20,-,-,-,20,-,M,U,plant,OotA
1822,Ilvara Mizzrym,71,13d8 + 13,-,16,-,8,10,14,12,13,17,18,-,-,+4,-,+6,+7,30,-,-,-,-,-,M,NE,humanoid,OotA
1823,Infant Basilisk,4,1d4 + 2,-,11,-,0,10,8,15,2,8,7,-,-,-,-,-,-,10,-,-,-,-,-,T,U,monstrosity,OotA
1824,Infant Hook Horror,4,1d4 + 2,-,10,-,0,9,10,15,6,12,7,-,-,-,-,-,-,10,-,-,-,10,-,T,N,monstrosity,OotA
1825,Ixitxachitl,18,4d6 + 4,-,15,-,1/4,12,16,13,12,13,7,-,-,-,-,-,-,0,-,30,-,-,-,S,CE,aberration,OotA
1826,Ixitxachitl Cleric,18,4d6 + 4,-,15,-,1/4,12,16,13,12,13,7,-,-,-,-,-,-,0,-,30,-,-,-,S,CE,aberration,OotA
1827,Jade Giant Spider,250,17d10 + 85,-,17,-,10,22,9,20,3,11,1,-,-,-,-,-,-,30,-,-,-,30,-,L,U,construct,OotA
1828,Jimjar,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1829,Juvenile Hook Horror,39,6d8 + 12,-,13,-,2,15,10,15,6,12,7,-,-,-,-,-,-,20,-,-,-,20,-,M,N,monstrosity,OotA
1830,Khalessa Draga,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,OotA
1831,Kinyel Druu'giir,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,OotA
1832,Kurr,65,10d8 + 20,-,14,-,4,17,15,15,10,11,13,-,-,+4,-,+2,+3,30,-,-,-,-,-,M,CE,fiend,OotA
1833,Lords' Alliance Guard,11,2d8 + 2,-,16,-,1/4,14,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,OotA
1834,Lords' Alliance Spy,27,6d8,-,13,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,OotA
1835,Lorthuun,180,19d10 + 76,-,18,-,9,10,14,18,17,15,17,-,-,-,+8,+7,+8,0,20,-,-,-,True,L,LE,aberration,OotA
1836,Mev Flintknapper,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1837,Narrak,40,9d6 + 9,-,12,-,2,9,14,13,14,5,16,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,humanoid,OotA
1838,Ougalop,18,4d8,-,13,-,1/4,13,10,11,11,10,8,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,OotA
1839,Peebles,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
1840,Prince Derendil,45,6d8 + 18,-,13,-,2,17,12,16,6,12,7,-,-,-,-,-,-,30,-,-,-,30,-,M,CN,humanoid,OotA
1841,Princess Ebonmire,85,10d10 + 30,-,7,-,4,16,5,16,6,6,1,-,-,-,-,-,-,20,-,-,-,20,-,L,U,ooze,OotA
1842,Quenthel Baenre,132,24d8 + 24,-,19,-,22,10,14,12,18,20,18,-,-,+8,-,+12,+11,30,-,-,-,-,-,M,NE,humanoid,OotA
1843,Regenerating Black Pudding,85,10d10 + 30,-,7,-,5,16,5,16,6,6,1,-,-,-,-,-,-,20,-,-,-,20,-,L,U,ooze,OotA
1844,Ront,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
1845,Rumpadump,7,2d6,-,10,-,0,8,10,10,8,11,5,-,-,-,-,-,-,10,-,-,-,-,-,S,LN,plant,OotA
1846,Rystia Zav,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,OotA
1847,Sarith Kzekarit,13,3d8,-,15,-,1/4,10,14,10,11,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,OotA
1848,Shedrak of the Eyes,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CE,humanoid,OotA
1849,Shuushar the Awakened,18,4d8,-,13,-,1/4,13,10,11,11,10,8,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,OotA
1850,Skriss,13,2d8 + 4,-,11,-,1/4,14,10,14,6,10,6,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
1851,Sladis Vadir,27,5d8 + 5,-,11,-,2,10,12,13,12,15,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,OotA
1852,Sloopidoop,97,13d8 + 39,-,13,-,6,16,14,16,13,16,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,OotA
1853,Sovereign Basidia,60,8d10 + 16,-,13,-,2,12,10,14,13,15,10,-,-,-,-,-,-,30,-,-,-,-,-,L,LN,plant,OotA
1854,Spider King,44,4d10 + 4,-,14,-,1,14,16,12,2,11,4,-,-,+3,-,+2,-,30,-,-,-,30,-,L,U,beast,OotA
1855,Spiderbait,7,2d6,-,15,-,1/4,8,14,10,10,8,8,-,-,-,-,-,-,30,-,-,-,-,-,S,N,humanoid,OotA
1856,Stool,7,2d6,-,10,-,0,8,10,10,8,11,5,-,-,-,-,-,-,10,-,-,-,-,-,S,LN,plant,OotA
1857,Svirfneblin Wererat,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,OotA
1858,The Pudding King,49,9d6 + 18,-,13,-,4,10,16,14,12,8,17,-,-,+6,-,-,+7,30,-,-,-,-,-,S,CE,humanoid,OotA
1859,Themberchaud,256,19d12 + 133,-,19,-,17,27,10,25,16,13,21,-,+6,+13,-,+7,+11,40,80,-,-,40,-,H,CE,dragon,OotA
1860,Topsy,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,OotA
1861,Troglodyte Champion of Laogzed,59,7d8 + 28,-,14,-,3,18,12,18,8,12,12,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
1862,Turvy,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,OotA
1863,Vampiric Ixitxachitl,44,8d8 + 8,-,16,-,2,14,18,13,12,13,7,-,-,-,-,-,-,0,-,30,-,-,-,M,CE,aberration,OotA
